account_id,signup_date,utm_source,utm_campaign,ref,account_type
ACC1997,2025/08/01,Referral,Campaign_C,,AGENCY
ACC1998,2025/08/01,LinkedIn,Campaign_A,difference,normal
ACC1999,2025/08/01,Googel Ads,Campaign_C,,Normal
ACC2000,2025/08/01,Googel Ads,Campaign_C,paper,AGENCY
ACC2001,2025/08/01,Organic,Campaing_B,question,agency
ACC2002,2025-08-04,Google Ads,Campaign_A,deep,AGENCY
ACC2003,2025-07-27,,Campaign_B,,AGENCY
ACC2004,07/15/2025,Referral,Campaign_B,history,agency
ACC2005,07/15/2025,Google Ads,Campaign_C,,Normal
ACC2006,2025-08-09,,Campaign_C,,AGENCY
ACC2007,2025/08/01,Google Ads,Campaign_B,billion,Normal
ACC2008,2025/08/01,Organic,Campaing_B,practice,agency
ACC2009,2025/08/01,Organic,Campaign_C,,AGENCY
ACC2010,2025-08-24,Googel Ads,Campaign_C,,Normal
ACC2011,2025-07-21,LinkedIn,Campaign_C,,normal
ACC2012,07/15/2025,Google Ads,Campaign_C,,agency
ACC2013,07/15/2025,LinkedIn,Campaign_A,,Normal
ACC2014,07/15/2025,Organic,Campaign_A,,agency
ACC2015,07/15/2025,LinkedIn,Campaign_C,available,normal
ACC2016,2025-07-05,LinkedIn,Campaign_A,,normal
ACC2017,2025/08/01,LinkedIn,Campaign_B,,AGENCY
ACC2018,2025/08/01,Referral,Campaign_C,threat,normal
ACC2019,2025/08/01,,Campaign_B,figure,normal
ACC2020,2025/08/01,Googel Ads,Campaign_A,professional,Normal
ACC2021,2025/08/01,Googel Ads,Campaign_A,,AGENCY
ACC2022,2025-08-20,Googel Ads,Campaign_C,rise,Normal
ACC2023,2025-07-29,Referral,Campaign_B,follow,Normal
ACC2024,07/15/2025,Organic,Campaign_A,,agency
ACC2025,2025-06-15,Google Ads,Campaign_A,let,Normal
ACC2026,07/15/2025,LinkedIn,Campaign_C,,agency
ACC2027,07/15/2025,Googel Ads,Campaign_C,,AGENCY
ACC2028,2025-06-05,Organic,Campaign_A,wait,AGENCY
ACC2029,07/15/2025,Organic,Campaign_B,,AGENCY
ACC2030,07/15/2025,Referral,Campaign_B,,normal
ACC2031,07/15/2025,Googel Ads,Campaign_B,I,AGENCY
ACC2032,07/15/2025,,Campaing_B,,agency
ACC2033,2025-08-26,Googel Ads,Campaign_C,,AGENCY
ACC2034,2025/08/01,Referral,Campaign_C,,AGENCY
ACC2035,07/15/2025,Google Ads,Campaign_C,,AGENCY
ACC2036,07/15/2025,Referral,Campaign_B,,normal
ACC2037,2025/08/01,Google Ads,Campaign_C,,normal
ACC2038,2025/08/01,Organic,Campaing_B,,AGENCY
ACC2039,2025-06-22,Googel Ads,Campaign_B,,AGENCY
ACC2040,2025-06-07,,Campaing_B,,Normal
ACC2041,2025-07-20,LinkedIn,Campaign_A,,AGENCY
ACC2042,2025/08/01,Organic,Campaign_C,,normal
ACC2043,2025-08-14,Referral,Campaing_B,represent,normal
ACC2044,2025/08/01,Organic,Campaign_C,,normal
ACC2045,2025-06-09,Googel Ads,Campaign_A,sea,agency
ACC2046,07/15/2025,Organic,Campaing_B,social,agency
ACC2047,07/15/2025,Referral,Campaign_C,,Normal
ACC2048,2025/08/01,Google Ads,Campaing_B,notice,Normal
ACC2049,2025/08/01,Google Ads,Campaign_A,,Normal
ACC2050,07/15/2025,Google Ads,Campaign_B,,AGENCY
ACC2051,2025/08/01,Organic,Campaing_B,,AGENCY
ACC2052,2025/08/01,LinkedIn,Campaing_B,particular,agency
ACC2053,07/15/2025,Organic,Campaign_B,,agency
ACC2054,2025-06-13,,Campaign_A,million,AGENCY
ACC2055,2025-07-30,Google Ads,Campaign_B,,AGENCY
ACC2056,2025/08/01,Googel Ads,Campaing_B,,agency
ACC2057,07/15/2025,Googel Ads,Campaing_B,,Normal
ACC2058,07/15/2025,Googel Ads,Campaign_A,,AGENCY
ACC2059,2025-08-17,,Campaign_C,,Normal
ACC2060,2025-06-04,Googel Ads,Campaing_B,,Normal
ACC2061,07/15/2025,,Campaign_A,world,Normal
ACC2062,2025-07-13,Googel Ads,Campaign_A,cup,AGENCY
ACC2063,2025/08/01,,Campaign_A,,Normal
ACC2064,07/15/2025,Googel Ads,Campaign_A,,AGENCY
ACC2065,07/15/2025,Googel Ads,Campaign_C,,Normal
ACC2066,07/15/2025,Referral,Campaign_B,once,Normal
ACC2067,2025/08/01,Referral,Campaign_A,,AGENCY
ACC2068,2025/08/01,Google Ads,Campaign_C,,normal
ACC2069,2025-06-27,LinkedIn,Campaign_A,,Normal
ACC2070,07/15/2025,Referral,Campaign_C,operation,normal
ACC2071,2025/08/01,,Campaign_B,,AGENCY
ACC2072,2025-07-04,Referral,Campaign_B,,agency
ACC2073,2025-08-12,Referral,Campaign_A,nothing,agency
ACC2074,07/15/2025,Organic,Campaign_B,,AGENCY
ACC2075,2025-08-06,LinkedIn,Campaign_C,win,Normal
ACC2076,2025-08-08,Google Ads,Campaign_B,,AGENCY
ACC2077,07/15/2025,,Campaign_B,,AGENCY
ACC2078,2025-07-14,Googel Ads,Campaing_B,catch,Normal
ACC2079,07/15/2025,Organic,Campaign_C,,normal
ACC2080,2025/08/01,,Campaign_C,,Normal
ACC2081,07/15/2025,Google Ads,Campaign_C,,AGENCY
ACC2082,2025/08/01,,Campaign_B,,agency
ACC2083,2025/08/01,,Campaign_B,,normal
ACC2084,2025-08-01,Google Ads,Campaing_B,seek,normal
ACC2085,07/15/2025,LinkedIn,Campaign_C,,agency
ACC2086,2025/08/01,Google Ads,Campaign_A,,agency
ACC2087,2025/08/01,Google Ads,Campaign_A,make,agency
ACC2088,2025/08/01,Googel Ads,Campaign_B,edge,agency
ACC2089,07/15/2025,,Campaign_A,,AGENCY
ACC2090,07/15/2025,Organic,Campaign_C,,agency
ACC2091,07/15/2025,Google Ads,Campaing_B,,Normal
ACC2092,07/15/2025,Referral,Campaign_B,,normal
ACC2093,2025-07-15,Googel Ads,Campaing_B,doctor,AGENCY
ACC2094,2025/08/01,Organic,Campaign_B,,normal
ACC2095,2025/08/01,Referral,Campaign_A,which,normal
ACC2096,2025/08/01,Referral,Campaing_B,international,AGENCY
ACC2097,2025/08/01,Google Ads,Campaign_A,,AGENCY
ACC2098,2025/08/01,Referral,Campaing_B,,normal
ACC2099,07/15/2025,Organic,Campaing_B,,normal
ACC2100,2025-07-20,Organic,Campaing_B,enter,Normal
ACC2101,07/15/2025,Organic,Campaign_A,,normal
ACC2102,07/15/2025,Google Ads,Campaing_B,,agency
ACC2103,2025-06-17,Organic,Campaign_B,,AGENCY
ACC2104,2025/08/01,,Campaign_C,,normal
ACC2105,07/15/2025,,Campaign_B,far,normal
ACC2106,2025/08/01,Googel Ads,Campaign_B,,AGENCY
ACC2107,2025/08/01,,Campaign_C,,AGENCY
ACC2108,2025-08-27,Google Ads,Campaign_C,card,Normal
ACC2109,2025-08-11,Organic,Campaign_A,each,AGENCY
ACC2110,2025/08/01,LinkedIn,Campaign_B,company,normal
ACC2111,07/15/2025,,Campaign_A,,normal
ACC2112,2025/08/01,LinkedIn,Campaign_A,perhaps,normal
ACC2113,2025-08-22,Organic,Campaign_B,,normal
ACC2114,2025-08-14,Google Ads,Campaing_B,,agency
ACC2115,2025-06-06,Organic,Campaign_C,,AGENCY
ACC2116,2025/08/01,Googel Ads,Campaign_B,,agency
ACC2117,2025/08/01,LinkedIn,Campaign_C,follow,normal
ACC2118,07/15/2025,LinkedIn,Campaign_C,,agency
ACC2119,2025/08/01,Google Ads,Campaign_B,community,AGENCY
ACC2120,2025-08-10,Organic,Campaign_A,firm,normal
ACC2121,2025-06-17,,Campaign_C,,AGENCY
ACC2122,2025-08-03,LinkedIn,Campaign_C,,AGENCY
ACC2123,2025-07-08,Googel Ads,Campaign_A,,agency
ACC2124,2025/08/01,Google Ads,Campaign_C,,AGENCY
ACC2125,2025-06-01,LinkedIn,Campaign_A,,normal
ACC2126,2025/08/01,Googel Ads,Campaign_B,,agency
ACC2127,2025-06-26,Google Ads,Campaign_B,,AGENCY
ACC2128,2025-07-16,,Campaign_A,poor,Normal
ACC2129,07/15/2025,Referral,Campaign_C,,AGENCY
ACC2130,2025/08/01,Google Ads,Campaign_B,language,normal
ACC2131,2025-07-15,Google Ads,Campaign_B,,AGENCY
ACC2132,07/15/2025,Organic,Campaign_B,,Normal
ACC2133,2025-06-21,Referral,Campaign_B,improve,agency
ACC2134,2025-08-07,Organic,Campaign_B,central,AGENCY
ACC2135,2025-07-24,Organic,Campaign_B,customer,AGENCY
ACC2136,07/15/2025,LinkedIn,Campaing_B,,agency
ACC2137,07/15/2025,LinkedIn,Campaign_C,he,normal
ACC2138,2025-08-02,Referral,Campaign_B,fast,AGENCY
ACC2139,2025-07-12,Referral,Campaign_B,,agency
ACC2140,2025/08/01,Googel Ads,Campaign_B,,agency
ACC2141,2025/08/01,Organic,Campaign_B,,AGENCY
ACC2142,07/15/2025,Google Ads,Campaing_B,,agency
ACC2143,07/15/2025,Googel Ads,Campaign_B,,agency
ACC2144,2025-08-23,Organic,Campaign_A,paper,AGENCY
ACC2145,2025/08/01,Google Ads,Campaing_B,,AGENCY
ACC2146,2025/08/01,Google Ads,Campaing_B,,agency
ACC2147,2025-06-08,,Campaing_B,kid,agency
ACC2148,2025-07-03,,Campaign_A,give,AGENCY
ACC2149,2025-07-31,,Campaing_B,,normal
ACC2150,07/15/2025,LinkedIn,Campaing_B,religious,Normal
ACC2151,2025/08/01,,Campaign_A,,normal
ACC2152,2025/08/01,Referral,Campaign_A,,AGENCY
ACC2153,2025/08/01,Googel Ads,Campaign_B,,normal
ACC2154,07/15/2025,,Campaign_A,,Normal
ACC2155,2025-08-20,Organic,Campaign_C,,normal
ACC2156,2025-07-04,,Campaign_A,,agency
ACC2157,07/15/2025,LinkedIn,Campaign_A,,AGENCY
ACC2158,2025/08/01,,Campaign_B,,agency
ACC2159,07/15/2025,Googel Ads,Campaing_B,,normal
ACC2160,07/15/2025,Organic,Campaing_B,,normal
ACC2161,2025/08/01,,Campaign_C,,Normal
ACC2162,2025/08/01,Google Ads,Campaign_B,,normal
ACC2163,2025-06-08,Referral,Campaign_A,behavior,agency
ACC2164,2025/08/01,LinkedIn,Campaing_B,someone,agency
ACC2165,2025/08/01,Google Ads,Campaign_C,,agency
ACC2166,07/15/2025,Organic,Campaign_A,,agency
ACC2167,2025-06-06,Googel Ads,Campaign_C,,Normal
ACC2168,07/15/2025,Organic,Campaing_B,,Normal
ACC2169,07/15/2025,LinkedIn,Campaign_C,whom,AGENCY
ACC2170,07/15/2025,Google Ads,Campaign_B,,Normal
ACC2171,2025-07-12,Googel Ads,Campaign_B,,Normal
ACC2172,2025-06-17,,Campaign_B,science,agency
ACC2173,07/15/2025,Googel Ads,Campaign_B,,Normal
ACC2174,2025-07-04,Googel Ads,Campaign_A,,Normal
ACC2175,2025-08-29,Referral,Campaing_B,,agency
ACC2176,2025-07-19,Google Ads,Campaing_B,,agency
ACC2177,07/15/2025,LinkedIn,Campaign_A,,Normal
ACC2178,07/15/2025,Organic,Campaign_C,,agency
ACC2179,2025/08/01,Organic,Campaign_C,,normal
ACC2180,2025-08-06,LinkedIn,Campaign_A,,normal
ACC2181,2025-07-07,Organic,Campaign_C,first,Normal
ACC2182,2025/08/01,LinkedIn,Campaign_B,,agency
ACC2183,2025/08/01,Organic,Campaign_A,,AGENCY
ACC2184,07/15/2025,Googel Ads,Campaign_A,,Normal
ACC2185,2025/08/01,Organic,Campaign_C,,Normal
ACC2186,07/15/2025,Referral,Campaign_C,,normal
ACC2187,07/15/2025,,Campaing_B,,Normal
ACC2188,2025/08/01,Organic,Campaing_B,throughout,normal
ACC2189,07/15/2025,Organic,Campaign_C,standard,AGENCY
ACC2190,07/15/2025,,Campaign_C,,agency
ACC2191,2025/08/01,Googel Ads,Campaign_B,sea,agency
ACC2192,07/15/2025,Googel Ads,Campaing_B,whom,Normal
ACC2193,07/15/2025,Organic,Campaing_B,big,normal
ACC2194,2025-08-12,Referral,Campaign_C,,AGENCY
ACC2195,2025/08/01,Referral,Campaing_B,face,AGENCY
ACC2196,2025/08/01,LinkedIn,Campaign_A,side,Normal
ACC2197,2025-07-15,Googel Ads,Campaign_C,,AGENCY
ACC2198,07/15/2025,,Campaing_B,,normal
ACC2199,2025/08/01,Googel Ads,Campaign_A,,agency
ACC2200,2025-07-23,Referral,Campaing_B,,agency
ACC2201,2025-07-03,Referral,Campaign_C,,Normal
ACC2202,07/15/2025,Googel Ads,Campaign_A,,agency
ACC2203,2025-08-09,Google Ads,Campaign_B,,Normal
ACC2204,2025/08/01,Referral,Campaign_C,,Normal
ACC2205,2025/08/01,Referral,Campaign_B,new,agency
ACC2206,07/15/2025,Organic,Campaing_B,,agency
ACC2207,2025-06-10,Googel Ads,Campaign_B,reason,normal
ACC2208,2025-07-08,Google Ads,Campaign_B,level,AGENCY
ACC2209,2025/08/01,Referral,Campaign_B,,Normal
ACC2210,07/15/2025,Google Ads,Campaign_A,thousand,agency
ACC2211,2025-08-17,,Campaign_B,,agency
ACC2212,2025-06-20,Organic,Campaign_A,race,normal
ACC2213,07/15/2025,Google Ads,Campaign_B,tree,normal
ACC2214,2025/08/01,Googel Ads,Campaign_A,,normal
ACC2215,2025-08-22,Google Ads,Campaign_C,,normal
ACC2216,2025-08-08,Googel Ads,Campaign_B,,agency
ACC2217,07/15/2025,Google Ads,Campaign_A,Mrs,Normal
ACC2218,07/15/2025,Referral,Campaign_B,,agency
ACC2219,2025-07-16,Google Ads,Campaign_A,,agency
ACC2220,07/15/2025,LinkedIn,Campaign_A,,normal
ACC2221,2025/08/01,,Campaing_B,,agency
ACC2222,2025-07-11,LinkedIn,Campaign_C,,AGENCY
ACC2223,2025-06-20,Organic,Campaign_A,,normal
ACC2224,2025/08/01,LinkedIn,Campaing_B,,Normal
ACC2225,2025-07-21,Google Ads,Campaign_C,,normal
ACC2226,07/15/2025,Googel Ads,Campaign_C,,AGENCY
ACC2227,07/15/2025,Referral,Campaing_B,recent,normal
ACC2228,07/15/2025,,Campaign_C,technology,normal
ACC2229,07/15/2025,,Campaign_A,,AGENCY
ACC2230,2025/08/01,Google Ads,Campaign_A,need,AGENCY
ACC2231,2025/08/01,Google Ads,Campaign_B,court,Normal
ACC2232,07/15/2025,LinkedIn,Campaing_B,mission,agency
ACC2233,2025/08/01,Organic,Campaign_C,,Normal
ACC2234,2025/08/01,Organic,Campaign_C,,AGENCY
ACC2235,2025/08/01,Referral,Campaign_B,,normal
ACC2236,07/15/2025,Organic,Campaign_B,,agency
ACC2237,2025/08/01,Google Ads,Campaign_A,,normal
ACC2238,07/15/2025,Googel Ads,Campaign_C,pull,Normal
ACC2239,2025-07-27,Google Ads,Campaing_B,,agency
ACC2240,07/15/2025,Organic,Campaign_C,,Normal
ACC2241,2025/08/01,Googel Ads,Campaign_A,especially,AGENCY
ACC2242,2025-08-20,Organic,Campaing_B,,AGENCY
ACC2243,2025-07-11,Google Ads,Campaign_B,,Normal
ACC2244,2025-08-20,Organic,Campaing_B,relationship,Normal
ACC2245,07/15/2025,Google Ads,Campaing_B,,AGENCY
ACC2246,2025-07-14,Googel Ads,Campaign_A,,Normal
ACC2247,07/15/2025,Googel Ads,Campaign_C,,Normal
ACC2248,2025/08/01,Google Ads,Campaign_B,,Normal
ACC2249,2025/08/01,Google Ads,Campaign_C,,normal
ACC2250,07/15/2025,Organic,Campaign_C,our,agency
ACC2251,2025/08/01,Referral,Campaign_A,,normal
ACC2252,2025-08-19,Referral,Campaign_B,rule,Normal
ACC2253,2025/08/01,Organic,Campaing_B,,normal
ACC2254,2025/08/01,Google Ads,Campaign_C,,AGENCY
ACC2255,2025-06-30,Organic,Campaign_A,,agency
ACC2256,2025/08/01,,Campaign_C,green,Normal
ACC2257,07/15/2025,LinkedIn,Campaing_B,,normal
ACC2258,2025/08/01,LinkedIn,Campaign_C,,normal
ACC2259,2025/08/01,Organic,Campaign_B,,normal
ACC2260,2025/08/01,Google Ads,Campaign_C,,normal
ACC2261,2025/08/01,Organic,Campaing_B,statement,Normal
ACC2262,2025/08/01,Referral,Campaign_C,,Normal
ACC2263,07/15/2025,Referral,Campaing_B,,agency
ACC2264,2025/08/01,,Campaign_B,,AGENCY
ACC2265,2025/08/01,Organic,Campaign_C,,AGENCY
ACC2266,2025/08/01,,Campaign_A,,agency
ACC2267,2025-07-04,LinkedIn,Campaign_B,,Normal
ACC2268,07/15/2025,Referral,Campaign_A,,agency
ACC2269,07/15/2025,Referral,Campaign_B,,agency
ACC2270,2025-07-07,LinkedIn,Campaign_B,sea,agency
ACC2271,07/15/2025,Organic,Campaing_B,,AGENCY
ACC2272,2025-07-09,LinkedIn,Campaign_B,,agency
ACC2273,07/15/2025,,Campaign_B,,normal
ACC2274,07/15/2025,Google Ads,Campaign_A,paper,Normal
ACC2275,2025-07-25,Organic,Campaign_C,,normal
ACC2276,2025/08/01,LinkedIn,Campaign_B,however,normal
ACC2277,2025/08/01,Googel Ads,Campaign_C,,normal
ACC2278,2025-06-22,Referral,Campaign_C,,AGENCY
ACC2279,2025/08/01,LinkedIn,Campaing_B,wait,agency
ACC2280,2025-06-10,Referral,Campaing_B,,Normal
ACC2281,2025-08-18,Organic,Campaign_C,,normal
ACC2282,07/15/2025,Organic,Campaign_B,,agency
ACC2283,2025/08/01,Referral,Campaign_C,TV,normal
ACC2284,2025/08/01,Google Ads,Campaign_B,,AGENCY
ACC2285,2025/08/01,Referral,Campaign_A,,agency
ACC2286,07/15/2025,Google Ads,Campaing_B,,Normal
ACC2287,2025-06-09,Referral,Campaign_B,floor,AGENCY
ACC2288,2025/08/01,Organic,Campaign_A,,normal
ACC2289,07/15/2025,Organic,Campaing_B,,AGENCY
ACC2290,2025-08-19,LinkedIn,Campaign_C,,normal
ACC2291,2025/08/01,,Campaign_C,,normal
ACC2292,2025/08/01,,Campaign_B,,AGENCY
ACC2293,2025-08-11,Google Ads,Campaing_B,heart,Normal
ACC2294,2025-06-29,Google Ads,Campaign_B,decide,agency
ACC2295,2025/08/01,Organic,Campaign_C,,AGENCY
ACC2296,2025-08-19,Referral,Campaign_B,,Normal
ACC2297,2025-08-12,Google Ads,Campaing_B,,agency
ACC2298,07/15/2025,Googel Ads,Campaign_B,unit,normal
ACC2299,2025/08/01,Googel Ads,Campaign_B,task,AGENCY
ACC2300,2025/08/01,LinkedIn,Campaign_A,,AGENCY
ACC2301,2025-07-25,Google Ads,Campaign_C,reach,normal
ACC2302,2025/08/01,Organic,Campaing_B,,AGENCY
ACC2303,2025/08/01,LinkedIn,Campaign_B,,Normal
ACC2304,07/15/2025,LinkedIn,Campaing_B,heart,agency
ACC2305,07/15/2025,,Campaign_B,,agency
ACC2306,2025-07-08,Google Ads,Campaign_C,,agency
ACC2307,2025-07-27,Referral,Campaing_B,when,normal
ACC2308,07/15/2025,,Campaing_B,,agency
ACC2309,2025/08/01,Organic,Campaign_C,item,normal
ACC2310,2025-07-21,Referral,Campaign_B,,Normal
ACC2311,2025/08/01,Googel Ads,Campaign_A,morning,Normal
ACC2312,07/15/2025,Referral,Campaing_B,,Normal
ACC2313,2025/08/01,Google Ads,Campaign_B,,agency
ACC2314,07/15/2025,Organic,Campaign_B,fall,Normal
ACC2315,07/15/2025,LinkedIn,Campaign_C,force,Normal
ACC2316,2025-06-05,Organic,Campaign_C,,Normal
ACC2317,07/15/2025,Referral,Campaign_C,,Normal
ACC2318,2025-07-10,Referral,Campaing_B,recently,AGENCY
ACC2319,2025-06-05,Google Ads,Campaign_B,organization,normal
ACC2320,2025-07-13,,Campaing_B,,normal
ACC2321,07/15/2025,Google Ads,Campaing_B,,AGENCY
ACC2322,2025-07-12,,Campaign_B,charge,Normal
ACC2323,07/15/2025,LinkedIn,Campaign_B,,Normal
ACC2324,2025/08/01,Googel Ads,Campaign_B,,normal
ACC2325,2025/08/01,LinkedIn,Campaing_B,recognize,agency
ACC2326,2025/08/01,Google Ads,Campaign_C,back,Normal
ACC2327,2025/08/01,Google Ads,Campaing_B,,normal
ACC2328,2025-08-16,Google Ads,Campaign_A,,AGENCY
ACC2329,07/15/2025,Googel Ads,Campaign_A,,normal
ACC2330,07/15/2025,Referral,Campaign_B,turn,normal
ACC2331,07/15/2025,Referral,Campaign_A,,normal
ACC2332,2025/08/01,Organic,Campaign_A,,Normal
ACC2333,07/15/2025,Google Ads,Campaign_A,human,agency
ACC2334,07/15/2025,Referral,Campaign_B,where,Normal
ACC2335,07/15/2025,,Campaign_C,,agency
ACC2336,2025-07-03,Referral,Campaign_B,,AGENCY
ACC2337,07/15/2025,Referral,Campaing_B,interview,AGENCY
ACC2338,2025/08/01,LinkedIn,Campaing_B,,AGENCY
ACC2339,2025/08/01,Referral,Campaing_B,,agency
ACC2340,2025/08/01,LinkedIn,Campaing_B,,normal
ACC2341,07/15/2025,Google Ads,Campaing_B,,agency
ACC2342,2025/08/01,Referral,Campaign_B,,AGENCY
ACC2343,2025-06-27,Googel Ads,Campaign_A,peace,normal
ACC2344,07/15/2025,Google Ads,Campaing_B,,Normal
ACC2345,2025/08/01,Google Ads,Campaign_A,indeed,AGENCY
ACC2346,2025-06-17,Organic,Campaign_A,keep,AGENCY
ACC2347,07/15/2025,Referral,Campaing_B,,AGENCY
ACC2348,07/15/2025,Referral,Campaign_B,able,agency
ACC2349,2025/08/01,Referral,Campaign_A,,normal
ACC2350,2025-06-01,Google Ads,Campaign_B,,AGENCY
ACC2351,07/15/2025,,Campaing_B,,Normal
ACC2352,2025/08/01,,Campaing_B,,normal
ACC2353,2025-06-12,LinkedIn,Campaign_A,page,agency
ACC2354,2025-08-18,Organic,Campaign_B,,agency
ACC2355,2025/08/01,Googel Ads,Campaign_B,little,Normal
ACC2356,2025-08-10,Organic,Campaing_B,table,normal
ACC2357,2025-06-16,,Campaing_B,,AGENCY
ACC2358,07/15/2025,Googel Ads,Campaign_B,send,Normal
ACC2359,07/15/2025,Google Ads,Campaign_C,on,normal
ACC2360,2025/08/01,Organic,Campaing_B,,Normal
ACC2361,07/15/2025,Organic,Campaing_B,edge,normal
ACC2362,07/15/2025,Googel Ads,Campaign_C,,normal
ACC2363,2025/08/01,Organic,Campaing_B,at,AGENCY
ACC2364,2025/08/01,Referral,Campaing_B,,AGENCY
ACC2365,07/15/2025,,Campaign_B,,Normal
ACC2366,2025/08/01,LinkedIn,Campaign_C,,AGENCY
ACC2367,07/15/2025,,Campaing_B,,Normal
ACC2368,2025-08-12,Googel Ads,Campaign_B,,normal
ACC2369,2025-07-31,LinkedIn,Campaign_B,air,AGENCY
ACC2370,07/15/2025,Organic,Campaign_C,last,agency
ACC2371,2025-07-21,Referral,Campaign_C,,agency
ACC2372,2025/08/01,Google Ads,Campaign_A,,AGENCY
ACC2373,2025-06-11,Google Ads,Campaign_B,,Normal
ACC2374,07/15/2025,Google Ads,Campaign_C,actually,normal
ACC2375,07/15/2025,Organic,Campaign_A,its,normal
ACC2376,2025-08-14,Googel Ads,Campaign_A,set,normal
ACC2377,07/15/2025,LinkedIn,Campaign_C,,AGENCY
ACC2378,07/15/2025,,Campaign_A,run,Normal
ACC2379,2025-07-01,Google Ads,Campaign_B,,AGENCY
ACC2380,2025-08-09,LinkedIn,Campaing_B,,Normal
ACC2381,2025-07-16,Referral,Campaign_C,,AGENCY
ACC2382,2025/08/01,LinkedIn,Campaign_B,,AGENCY
ACC2383,2025-08-11,Organic,Campaing_B,,AGENCY
ACC2384,2025/08/01,,Campaign_C,loss,AGENCY
ACC2385,2025-06-14,,Campaign_A,person,Normal
ACC2386,2025-06-29,Organic,Campaign_A,,normal
ACC2387,2025/08/01,LinkedIn,Campaign_A,,Normal
ACC2388,2025/08/01,,Campaign_C,,Normal
ACC2389,2025-08-22,Referral,Campaign_B,,AGENCY
ACC2390,2025-07-11,Googel Ads,Campaing_B,,Normal
ACC2391,2025/08/01,Organic,Campaign_B,,normal
ACC2392,07/15/2025,Organic,Campaign_B,,Normal
ACC2393,2025/08/01,Googel Ads,Campaign_C,,Normal
ACC2394,2025-08-08,Google Ads,Campaign_A,,Normal
ACC2395,07/15/2025,,Campaing_B,,normal
ACC2396,07/15/2025,Referral,Campaign_C,truth,normal
ACC2397,2025-08-08,Organic,Campaign_C,,normal
ACC2398,2025-07-12,,Campaign_B,,Normal
ACC2399,2025/08/01,Googel Ads,Campaign_B,,AGENCY
ACC2400,2025-07-18,Google Ads,Campaign_C,,agency
ACC2401,07/15/2025,Organic,Campaign_A,happy,AGENCY
ACC2402,2025-08-15,Google Ads,Campaign_A,,agency
ACC2403,07/15/2025,Google Ads,Campaign_C,,AGENCY
ACC2404,2025/08/01,Organic,Campaign_C,,AGENCY
ACC2405,07/15/2025,,Campaing_B,,AGENCY
ACC2406,2025-08-14,Googel Ads,Campaign_B,,AGENCY
ACC2407,2025/08/01,Googel Ads,Campaign_A,,agency
ACC2408,2025-07-12,,Campaign_B,,Normal
ACC2409,2025-08-23,Googel Ads,Campaing_B,recently,normal
ACC2410,07/15/2025,Google Ads,Campaign_B,child,Normal
ACC2411,07/15/2025,Referral,Campaign_C,,normal
ACC2412,2025-08-11,Googel Ads,Campaing_B,push,Normal
ACC2413,2025-08-20,LinkedIn,Campaing_B,star,normal
ACC2414,2025-07-20,Google Ads,Campaing_B,,Normal
ACC2415,07/15/2025,Organic,Campaing_B,,agency
ACC2416,2025/08/01,,Campaing_B,,AGENCY
ACC2417,2025/08/01,Referral,Campaign_A,,AGENCY
ACC2418,07/15/2025,Referral,Campaign_A,,AGENCY
ACC2419,2025/08/01,Google Ads,Campaign_B,,normal
ACC2420,2025/08/01,Referral,Campaign_A,,normal
ACC2421,2025/08/01,Googel Ads,Campaign_A,,agency
ACC2422,2025/08/01,Google Ads,Campaign_A,,agency
ACC2423,07/15/2025,LinkedIn,Campaign_B,,AGENCY
ACC2424,2025/08/01,Googel Ads,Campaign_C,,normal
ACC2425,2025-07-15,Referral,Campaing_B,still,AGENCY
ACC2426,2025/08/01,Referral,Campaing_B,,normal
ACC2427,2025-06-11,Googel Ads,Campaign_B,,agency
ACC2428,2025-06-17,LinkedIn,Campaign_C,,agency
ACC2429,07/15/2025,LinkedIn,Campaign_A,,normal
ACC2430,2025-06-28,Referral,Campaign_B,,Normal
ACC2431,2025-06-24,Google Ads,Campaign_B,figure,agency
ACC2432,2025/08/01,Organic,Campaign_A,,normal
ACC2433,2025/08/01,Organic,Campaign_A,,normal
ACC2434,2025-07-08,Google Ads,Campaign_C,,normal
ACC2435,2025/08/01,,Campaign_B,,AGENCY
ACC2436,2025/08/01,Googel Ads,Campaign_B,argue,Normal
ACC2437,2025-07-20,LinkedIn,Campaing_B,,AGENCY
ACC2438,07/15/2025,Googel Ads,Campaign_C,,agency
ACC2439,07/15/2025,Referral,Campaign_C,,AGENCY
ACC2440,2025/08/01,LinkedIn,Campaign_C,debate,agency
ACC2441,2025/08/01,Google Ads,Campaign_C,build,AGENCY
ACC2442,2025-08-03,,Campaign_C,,agency
ACC2443,07/15/2025,,Campaign_C,,Normal
ACC2444,2025/08/01,Organic,Campaign_C,security,Normal
ACC2445,07/15/2025,Googel Ads,Campaign_C,improve,agency
ACC2446,2025-07-29,Googel Ads,Campaing_B,brother,normal
ACC2447,07/15/2025,Googel Ads,Campaing_B,,normal
ACC2448,2025/08/01,,Campaign_A,,normal
ACC2449,2025/08/01,Organic,Campaign_A,,AGENCY
ACC2450,07/15/2025,Organic,Campaign_B,,normal
ACC2451,07/15/2025,LinkedIn,Campaing_B,usually,agency
ACC2452,07/15/2025,,Campaign_C,determine,normal
ACC2453,2025/08/01,Referral,Campaign_B,magazine,AGENCY
ACC2454,2025-08-28,Referral,Campaing_B,,agency
ACC2455,2025/08/01,Organic,Campaign_A,,AGENCY
