account_id,signup_date,utm_source,utm_campaign,ref,account_type,month_year,status,renewal_count,conversion_flag,billing_cycle_end_date,trial_end_date,cancel_reason,status_new
ACC2465,2025-06-30,Unknown,Campaign_A,purpose,Agency,2025-06,Canceled,0.0,no,2025-06-02,2025-08-19,churned,dropped after trial
ACC2466,2025-07-10,Google Ads,Campaign_C,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2467,2025-06-10,Referral,Campaign_A,,Agency,2025-06,Active,,no,2025-08-12,2025-08-10,churned,Active
ACC2468,2025-08-01,Google Ads,Campaign_B,any,Agency,2025-08,Canceled,0.0,no,2025-08-02,2025-08-06,churned,dropped after trial
ACC2469,2025-07-23,Google Ads,Campaign_A,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC2470,2025-08-01,Google Ads,Campaign_B,number,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2471,2025-08-01,Unknown,Campaign_B,up,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2472,2025-08-01,Google Ads,Campaign_C,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2473,2025-07-15,LinkedIn,Campaign_A,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2474,2025-07-15,Google Ads,Campaign_A,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC2475,2025-07-15,Google Ads,Campaign_B,charge,Normal,2025-07,Active,-1.0,no,2025-08-16,2025-07-29,price,Active
ACC2476,2025-08-01,Google Ads,Campaign_B,,Agency,2025-08,Canceled,2.0,no,2025-06-26,2025-07-10,price,dropped after trial
ACC2477,2025-07-15,Referral,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2478,2025-06-17,Google Ads,Campaign_A,strong,Normal,2025-06,Canceled,1.0,no,2025-07-25,2025-08-13,,dropped after trial
ACC2479,2025-08-01,Unknown,Campaign_C,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2480,2025-07-15,Google Ads,Campaign_C,,Normal,2025-07,Canceled,0.0,no,2025-08-18,2025-06-13,churned,dropped after trial
ACC2481,2025-08-01,Google Ads,Campaign_B,wrong,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2482,2025-08-01,Google Ads,Campaign_B,,Agency,2025-08,Canceled,1.0,no,2025-06-08,2025-07-14,churned,dropped after trial
ACC2483,2025-08-01,LinkedIn,Campaign_A,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2484,2025-08-01,Unknown,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2485,2025-08-01,Referral,Campaign_C,,Normal,2025-08,Canceled,-1.0,yes,2025-08-27,2025-06-20,price,churned
ACC2486,2025-07-15,Google Ads,Campaign_B,total,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC2487,2025-08-01,LinkedIn,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2488,2025-08-01,Referral,Campaign_B,employee,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2489,2025-06-17,Referral,Campaign_A,commercial,Normal,2025-06,Not subscibed,,,,,,Not subscibed
ACC2490,2025-06-03,LinkedIn,Campaign_C,,Agency,2025-06,Canceled,,no,2025-08-20,2025-08-24,competitor,dropped after trial
ACC2491,2025-07-15,Google Ads,Campaign_A,magazine,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2492,2025-06-26,Referral,Campaign_B,,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC2493,2025-06-17,LinkedIn,Campaign_C,let,Normal,2025-06,Canceled,,yes,2025-08-07,2025-06-29,competitor,churned
ACC2494,2025-08-15,Organic,Campaign_A,,Agency,2025-08,Active,-1.0,yes,2025-06-16,2025-06-01,price,Active
ACC2495,2025-06-28,Referral,Campaign_C,,Agency,2025-06,Canceled,2.0,no,2025-06-12,2025-08-27,competitor,dropped after trial
ACC2496,2025-08-01,Organic,Campaign_A,program,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2497,2025-08-20,LinkedIn,Campaign_B,,Agency,2025-08,Active,,no,2025-08-09,2025-06-03,competitor,Active
ACC2498,2025-07-15,Google Ads,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2499,2025-08-01,Google Ads,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2500,2025-07-15,LinkedIn,Campaign_A,,Normal,2025-07,Active,-1.0,no,2025-06-08,2025-07-14,price,Active
ACC2501,2025-08-01,Google Ads,Campaign_B,say,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2502,2025-08-01,Google Ads,Campaign_A,major,Agency,2025-08,Active,2.0,yes,2025-06-14,2025-06-18,churned,Active
ACC2503,2025-08-01,Google Ads,Campaign_C,,Agency,2025-08,Canceled,,no,2025-08-15,2025-06-22,,dropped after trial
ACC2504,2025-08-01,Referral,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2505,2025-08-01,Organic,Campaign_A,dark,Agency,2025-08,Canceled,-1.0,no,2025-07-15,2025-07-27,,dropped after trial
ACC2506,2025-07-15,LinkedIn,Campaign_B,person,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC2507,2025-07-15,Google Ads,Campaign_B,,Normal,2025-07,Canceled,,yes,2025-08-01,2025-07-27,churned,churned
ACC2508,2025-07-21,Google Ads,Campaign_C,,Normal,2025-07,Canceled,,no,2025-06-23,2025-06-10,competitor,dropped after trial
ACC2509,2025-06-21,Organic,Campaign_C,,Agency,2025-06,Active,1.0,yes,2025-07-02,2025-06-28,price,Active
ACC2510,2025-07-15,Referral,Campaign_B,,Normal,2025-07,Canceled,,no,2025-07-26,2025-07-05,churned,dropped after trial
ACC2511,2025-07-05,Organic,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC2512,2025-07-03,Referral,Campaign_A,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2513,2025-06-09,Referral,Campaign_A,,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC2514,2025-08-01,Referral,Campaign_C,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2515,2025-08-01,LinkedIn,Campaign_C,figure,Normal,2025-08,Canceled,,no,2025-08-19,2025-07-16,,dropped after trial
ACC2516,2025-07-15,Organic,Campaign_B,,Normal,2025-07,Active,0.0,yes,2025-06-09,2025-08-01,price,Active
ACC2517,2025-08-01,LinkedIn,Campaign_B,team,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2518,2025-08-05,Organic,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2519,2025-07-15,Referral,Campaign_A,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2520,2025-08-01,Organic,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2521,2025-08-17,Referral,Campaign_B,,Agency,2025-08,Active,,no,2025-08-01,2025-06-28,churned,Active
ACC2522,2025-08-01,Google Ads,Campaign_B,,Normal,2025-08,Active,0.0,no,2025-08-15,2025-07-30,,Active
ACC2523,2025-07-15,Organic,Campaign_B,,Normal,2025-07,Trialing,0.0,yes,2025-08-24,2025-06-19,price,Trialing
ACC2524,2025-06-30,Google Ads,Campaign_A,worker,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC2525,2025-07-15,Google Ads,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2526,2025-08-26,Google Ads,Campaign_B,trade,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2527,2025-08-01,Organic,Campaign_C,box,Agency,2025-08,Active,,yes,2025-08-11,2025-07-19,,Active
ACC2528,2025-08-01,LinkedIn,Campaign_A,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2529,2025-06-03,Google Ads,Campaign_B,,Agency,2025-06,Canceled,,no,2025-07-04,2025-06-01,churned,dropped after trial
ACC2530,2025-08-01,Google Ads,Campaign_A,,Normal,2025-08,Active,0.0,no,2025-07-01,2025-06-18,competitor,Active
ACC2531,2025-07-04,LinkedIn,Campaign_C,,Agency,2025-07,Trialing,0.0,yes,2025-08-23,2025-08-17,price,Trialing
ACC2532,2025-06-15,LinkedIn,Campaign_B,,Normal,2025-06,Canceled,0.0,yes,2025-08-29,2025-08-14,price,churned
ACC2533,2025-07-06,LinkedIn,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2534,2025-08-01,Organic,Campaign_B,,Normal,2025-08,Active,,no,2025-06-17,2025-07-15,,Active
ACC2535,2025-08-01,Unknown,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2536,2025-06-01,Organic,Campaign_A,,Agency,2025-06,Canceled,1.0,no,2025-08-27,2025-07-03,churned,dropped after trial
ACC2537,2025-08-01,Organic,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2538,2025-07-15,Unknown,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC2539,2025-07-06,Organic,Campaign_B,much,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2540,2025-08-01,LinkedIn,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2541,2025-06-22,Referral,Campaign_C,,Normal,2025-06,Active,,yes,2025-08-28,2025-08-19,churned,Active
ACC2542,2025-08-01,LinkedIn,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2543,2025-08-30,Google Ads,Campaign_C,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2544,2025-06-16,Google Ads,Campaign_A,,Normal,2025-06,Canceled,1.0,yes,2025-07-01,2025-08-07,price,churned
ACC2545,2025-08-01,Unknown,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2546,2025-08-07,Organic,Campaign_A,choose,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2547,2025-06-11,Referral,Campaign_B,,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC2548,2025-08-01,Unknown,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2549,2025-07-15,LinkedIn,Campaign_B,country,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC2550,2025-06-17,Google Ads,Campaign_B,scene,Normal,2025-06,Not subscibed,,,,,,Not subscibed
ACC2551,2025-08-01,Unknown,Campaign_C,outside,Agency,2025-08,Canceled,,no,2025-08-09,2025-06-23,,dropped after trial
ACC2552,2025-07-03,Unknown,Campaign_A,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2553,2025-07-11,Unknown,Campaign_A,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC2554,2025-08-01,Google Ads,Campaign_A,,Agency,2025-08,Canceled,0.0,yes,2025-06-09,2025-08-26,,churned
ACC2555,2025-07-15,LinkedIn,Campaign_B,but,Normal,2025-07,Canceled,,no,2025-07-26,2025-07-09,churned,dropped after trial
ACC2556,2025-07-09,Referral,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC2557,2025-06-21,Unknown,Campaign_B,,Agency,2025-06,Active,2.0,yes,2025-08-28,2025-06-17,,Active
ACC2558,2025-08-01,Google Ads,Campaign_C,,Agency,2025-08,Active,0.0,no,2025-06-04,2025-07-28,price,Active
ACC2559,2025-08-01,Organic,Campaign_B,staff,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2560,2025-07-15,Referral,Campaign_B,drop,Agency,2025-07,Canceled,,yes,2025-08-24,2025-07-17,churned,churned
ACC2561,2025-07-30,Organic,Campaign_B,,Agency,2025-07,Active,0.0,yes,2025-06-27,2025-08-13,churned,Active
ACC2562,2025-07-15,Unknown,Campaign_C,summer,Normal,2025-07,Active,-1.0,yes,2025-07-13,2025-06-18,,Active
ACC2563,2025-07-15,Referral,Campaign_B,send,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2564,2025-06-23,Google Ads,Campaign_C,,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC2565,2025-08-01,LinkedIn,Campaign_C,notice,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2566,2025-08-01,Organic,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2567,2025-08-01,Organic,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2568,2025-08-01,Google Ads,Campaign_B,factor,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2569,2025-08-01,Organic,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2570,2025-07-15,Organic,Campaign_C,political,Agency,2025-07,Active,0.0,yes,2025-06-30,2025-08-02,competitor,Active
ACC2571,2025-08-01,Google Ads,Campaign_B,,Agency,2025-08,Canceled,0.0,yes,2025-07-05,2025-07-24,price,churned
ACC2572,2025-07-15,LinkedIn,Campaign_C,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC2573,2025-07-15,Unknown,Campaign_C,which,Agency,2025-07,Active,2.0,no,2025-06-23,2025-06-05,churned,Active
ACC2574,2025-07-15,Referral,Campaign_B,than,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC2575,2025-08-01,LinkedIn,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2576,2025-07-18,Organic,Campaign_A,article,Agency,2025-07,Active,,no,2025-08-19,2025-06-25,price,Active
ACC2577,2025-06-07,Google Ads,Campaign_B,small,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC2578,2025-08-01,Google Ads,Campaign_B,carry,Normal,2025-08,Trialing,1.0,no,2025-07-02,2025-08-13,churned,Trialing
ACC2579,2025-07-15,Referral,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2580,2025-06-23,Google Ads,Campaign_B,,Normal,2025-06,Not subscibed,,,,,,Not subscibed
ACC2581,2025-08-01,LinkedIn,Campaign_C,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2582,2025-07-15,Organic,Campaign_B,Republican,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2583,2025-08-01,Google Ads,Campaign_B,research,Agency,2025-08,Canceled,-1.0,no,2025-07-16,2025-07-29,competitor,dropped after trial
ACC2584,2025-07-15,Organic,Campaign_A,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2585,2025-07-21,Referral,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC2586,2025-07-15,Google Ads,Campaign_B,system,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC2587,2025-07-15,LinkedIn,Campaign_B,bag,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC2588,2025-08-01,Unknown,Campaign_C,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2589,2025-07-15,Unknown,Campaign_C,,Agency,2025-07,Trialing,,no,2025-08-10,2025-07-31,price,Trialing
ACC2590,2025-08-01,Google Ads,Campaign_B,risk,Normal,2025-08,Active,1.0,yes,2025-08-02,2025-08-15,competitor,Active
ACC2591,2025-08-01,LinkedIn,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2592,2025-08-01,Referral,Campaign_B,,Normal,2025-08,Active,1.0,yes,2025-08-18,2025-06-25,,Active
ACC2593,2025-08-01,Organic,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2594,2025-06-23,Referral,Campaign_A,,Agency,2025-06,Canceled,-1.0,no,2025-07-30,2025-08-06,competitor,dropped after trial
ACC2595,2025-07-15,Unknown,Campaign_B,,Agency,2025-07,Trialing,2.0,yes,2025-08-21,2025-08-01,competitor,Trialing
ACC2596,2025-08-01,LinkedIn,Campaign_A,which,Normal,2025-08,Active,,no,2025-08-06,2025-06-19,,Active
ACC2597,2025-07-15,Organic,Campaign_A,,Agency,2025-07,Active,,no,2025-08-03,2025-07-12,price,Active
ACC2598,2025-08-19,Organic,Campaign_C,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2599,2025-08-01,Unknown,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2600,2025-08-01,Google Ads,Campaign_A,,Normal,2025-08,Canceled,-1.0,yes,2025-06-04,2025-06-02,,churned
ACC2601,2025-07-15,Unknown,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2602,2025-08-03,LinkedIn,Campaign_B,simple,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2603,2025-08-01,Organic,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2604,2025-08-06,LinkedIn,Campaign_C,street,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2605,2025-06-19,Google Ads,Campaign_A,,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC2606,2025-06-17,Unknown,Campaign_B,suddenly,Normal,2025-06,Canceled,,no,2025-07-09,2025-08-18,,dropped after trial
ACC2607,2025-07-15,Organic,Campaign_A,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2608,2025-06-08,Organic,Campaign_A,,Normal,2025-06,Trialing,0.0,no,2025-08-09,2025-07-31,,Trialing
ACC2609,2025-08-01,LinkedIn,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2610,2025-07-15,Google Ads,Campaign_A,interesting,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2611,2025-07-18,Organic,Campaign_C,,Agency,2025-07,Canceled,2.0,yes,2025-08-28,2025-08-22,price,churned
ACC2612,2025-08-01,Organic,Campaign_C,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2613,2025-08-30,Referral,Campaign_B,,Normal,2025-08,Canceled,-1.0,no,2025-06-18,2025-07-23,churned,dropped after trial
ACC2614,2025-07-15,Google Ads,Campaign_A,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2615,2025-08-05,Google Ads,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2616,2025-08-26,Referral,Campaign_B,,Agency,2025-08,Trialing,2.0,yes,2025-06-26,2025-06-30,churned,Trialing
ACC2617,2025-08-01,LinkedIn,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2618,2025-07-15,Google Ads,Campaign_C,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2619,2025-07-15,Organic,Campaign_A,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2620,2025-07-15,Unknown,Campaign_A,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2621,2025-06-27,Unknown,Campaign_B,,Normal,2025-06,Active,1.0,yes,2025-07-30,2025-06-08,price,Active
ACC2622,2025-06-12,Referral,Campaign_B,near,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC2623,2025-07-15,Unknown,Campaign_B,thus,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2624,2025-08-01,Unknown,Campaign_A,how,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2625,2025-08-30,LinkedIn,Campaign_C,,Normal,2025-08,Trialing,1.0,no,2025-06-21,2025-07-21,,Trialing
ACC2626,2025-07-15,Unknown,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC2627,2025-08-01,Unknown,Campaign_B,which,Normal,2025-08,Canceled,,yes,2025-06-09,2025-08-20,,churned
ACC2628,2025-08-01,Google Ads,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2629,2025-08-01,Unknown,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2630,2025-08-13,Referral,Campaign_A,,Normal,2025-08,Active,-1.0,yes,2025-06-22,2025-07-31,,Active
ACC2631,2025-07-15,Unknown,Campaign_B,,Normal,2025-07,Active,0.0,no,2025-08-15,2025-07-26,churned,Active
ACC2632,2025-07-23,Referral,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC2633,2025-08-01,Google Ads,Campaign_B,,Agency,2025-08,Active,-1.0,yes,2025-07-30,2025-06-14,price,Active
ACC2634,2025-07-15,Unknown,Campaign_B,,Agency,2025-07,Canceled,,no,2025-06-01,2025-08-08,,dropped after trial
ACC2635,2025-06-10,Google Ads,Campaign_B,,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC2636,2025-07-15,LinkedIn,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2637,2025-07-15,LinkedIn,Campaign_A,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC2638,2025-08-01,Google Ads,Campaign_C,,Agency,2025-08,Canceled,1.0,yes,2025-07-22,2025-07-12,competitor,churned
ACC2639,2025-07-28,Organic,Campaign_C,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2640,2025-07-15,LinkedIn,Campaign_B,,Agency,2025-07,Canceled,,yes,2025-06-29,2025-08-07,churned,churned
ACC2641,2025-08-03,LinkedIn,Campaign_B,,Agency,2025-08,Canceled,-1.0,yes,2025-08-12,2025-07-07,price,churned
ACC2642,2025-08-01,LinkedIn,Campaign_A,,Agency,2025-08,Canceled,2.0,no,2025-08-25,2025-07-15,churned,dropped after trial
ACC2643,2025-08-01,Organic,Campaign_C,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2644,2025-08-01,Referral,Campaign_C,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2645,2025-08-01,Organic,Campaign_A,card,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2646,2025-08-01,Google Ads,Campaign_C,,Agency,2025-08,Canceled,,yes,2025-06-18,2025-07-06,price,churned
ACC2647,2025-07-15,Unknown,Campaign_B,,Agency,2025-07,Canceled,0.0,yes,2025-08-27,2025-08-23,,churned
ACC2648,2025-08-01,LinkedIn,Campaign_A,,Normal,2025-08,Canceled,-1.0,no,2025-08-07,2025-08-13,,dropped after trial
ACC2649,2025-08-01,Organic,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2650,2025-08-24,Referral,Campaign_B,get,Normal,2025-08,Canceled,-1.0,yes,2025-07-01,2025-06-30,competitor,churned
ACC2651,2025-08-01,Unknown,Campaign_C,,Agency,2025-08,Canceled,1.0,yes,2025-07-10,2025-08-13,churned,churned
ACC2652,2025-08-01,Unknown,Campaign_B,improve,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2653,2025-07-15,Organic,Campaign_C,,Agency,2025-07,Active,2.0,yes,2025-08-14,2025-07-22,,Active
ACC2654,2025-07-15,Unknown,Campaign_A,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2655,2025-08-01,Organic,Campaign_C,light,Normal,2025-08,Active,2.0,no,2025-08-23,2025-06-04,churned,Active
ACC2656,2025-06-11,Organic,Campaign_B,home,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC2657,2025-08-01,Google Ads,Campaign_B,,Agency,2025-08,Active,1.0,no,2025-08-23,2025-08-07,price,Active
ACC2658,2025-08-01,Organic,Campaign_C,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2659,2025-06-10,Unknown,Campaign_B,,Normal,2025-06,Not subscibed,,,,,,Not subscibed
ACC2660,2025-08-01,Google Ads,Campaign_B,eight,Normal,2025-08,Active,,no,2025-08-28,2025-08-16,,Active
ACC2661,2025-08-08,Unknown,Campaign_A,benefit,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2662,2025-07-15,Referral,Campaign_A,civil,Agency,2025-07,Active,0.0,yes,2025-08-05,2025-08-16,price,Active
ACC2663,2025-08-01,LinkedIn,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2664,2025-08-17,Google Ads,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2665,2025-08-01,LinkedIn,Campaign_B,,Normal,2025-08,Active,,yes,2025-06-16,2025-08-10,churned,Active
ACC2666,2025-06-23,Google Ads,Campaign_C,,Agency,2025-06,Canceled,,yes,2025-08-01,2025-06-29,price,churned
ACC2667,2025-07-15,Unknown,Campaign_C,,Normal,2025-07,Canceled,1.0,no,2025-08-18,2025-08-11,,dropped after trial
ACC2668,2025-08-01,LinkedIn,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2669,2025-06-22,LinkedIn,Campaign_C,nor,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC2670,2025-07-25,Google Ads,Campaign_C,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2671,2025-07-15,Google Ads,Campaign_C,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2672,2025-07-30,Organic,Campaign_B,evidence,Normal,2025-07,Canceled,1.0,no,2025-06-20,2025-07-06,churned,dropped after trial
ACC2673,2025-08-01,LinkedIn,Campaign_B,any,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2674,2025-08-01,Unknown,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2675,2025-08-01,Google Ads,Campaign_B,,Agency,2025-08,Active,-1.0,yes,2025-06-17,2025-08-22,churned,Active
ACC2676,2025-07-15,Organic,Campaign_A,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2677,2025-06-08,Google Ads,Campaign_A,,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC2678,2025-08-01,Google Ads,Campaign_C,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2679,2025-06-14,Referral,Campaign_A,life,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC2680,2025-08-29,Organic,Campaign_A,economic,Agency,2025-08,Trialing,,yes,2025-08-07,2025-08-25,,Trialing
ACC2681,2025-07-15,Google Ads,Campaign_B,future,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC2682,2025-07-15,Google Ads,Campaign_C,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC2683,2025-08-21,Referral,Campaign_B,article,Normal,2025-08,Canceled,2.0,yes,2025-07-14,2025-08-21,,churned
ACC2684,2025-08-01,Google Ads,Campaign_B,,Agency,2025-08,Canceled,1.0,yes,2025-06-17,2025-07-14,,churned
ACC2685,2025-08-01,Google Ads,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2686,2025-08-01,Unknown,Campaign_C,woman,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2687,2025-08-04,Unknown,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2688,2025-07-15,Organic,Campaign_C,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2689,2025-08-01,LinkedIn,Campaign_C,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2690,2025-07-15,Referral,Campaign_A,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC2691,2025-06-07,Google Ads,Campaign_B,,Normal,2025-06,Not subscibed,,,,,,Not subscibed
ACC2692,2025-07-15,Google Ads,Campaign_B,relationship,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2693,2025-08-01,LinkedIn,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2694,2025-08-01,LinkedIn,Campaign_A,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC2695,2025-08-01,Referral,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC2696,2025-07-26,Unknown,Campaign_B,different,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC2697,2025-07-04,Google Ads,Campaign_C,change,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC2698,2025-07-16,Referral,Campaign_A,,Agency,2025-07,Active,,no,2025-08-18,2025-06-08,competitor,Active
